age,location,ethnicity,occupation,status,description,scam,age_group,country
63,"Ile De France, France",white,carer,widowed,I AM MRS MAYER JOHNNY FROM FRANCE MARRIED TO LATE DR. DAVID JOHNNY,1,61-70,France
33,"San Jos??, Costa Rica",mixed,engineering,single,"Happy, friendly person, I like to travel.",0,31-40,Costa Rica
24,"New York, United states",black,other,single,"I am single woman I am honest, caring, loving, open minded and understanding, I am looking for a good and honest friend to share thing of life with, I like good music, movie and also going the beach too.",1,21-30,United states
30,"New York, United States",white,military,single,caring girl with good plan,1,31-40,United States
47,"Liverpool, United Kingdom",white,engineering,single,"I AM MR CHRISTOPHER KEN,I AM AN EASY GOING MAN AND A PHILANTHROPIST BY NATURE. I WISH TO MEET MY SOUL MATE AS SOON AS POSSIBLE.",1,41-50,United Kingdom
56,"Mar del Plata, Provincia de Buenos Aires, Argentina",white,other,widowed,"Honest, sincere, very hard-working woman, loyal to my principles.",0,51-60,Argentina
57,"Houston, Texas, United States",white,self-employed,widowed,"I am an easy going gentleman who knows how to treat his woman right, i am loving and caring, down to earth and understanding. I want to find my better half and share the rest of my life with my partner till the end..",1,51-60,United States
35,"Tampa, Florida, EE. UU.",hispanic,medical,single,"?€?I am an entrepreneurial man, an Occupational Health technologist. I like to play sports like soccer, but I also take advantage of my free time to watch a good movie. Every once in a while I like to go on a trip and see new places. ?€?I hope to find a sincere woman on this website.?€?",0,31-40,United States
31,"Los Angeles, California, United States",white,government,single,"Hello dear, I am new here,I am not really all that of a prolific person, I am out here in search for someone i can trust and build my world around with. if you have kids, they are also welcome.I am single, I am not here for games or one night stand.I am an easy going gentle guy with a great sense of humour/ I am honest to a fault.",1,31-40,United States
59,"Los Angeles, California, United States",white,military,single,I am single by name Mike i am new to the dating site and i seek for a committed and possible relationship with the rite woman so that i will make her the happiest woman ever on this earth . Drop me a message if you are that woman,1,51-60,United States
45,"Guatemala City, Guatemala",hispanic,transport,single,"I like to travel within my country to see everything and then decide to leave the country. I am 41 years old, I am 1.74 meters tall, my skin is light brown, I like to drive cars, and I long to meet a Jewish woman and be able to marry her.",0,41-50,Guatemala
43,"Cdad. de Guatemala, Guatemala",hispanic,academic,single,"Interested in a formal relationship, no matter the place, I am willing to travel.",0,41-50,Guatemala
65,"Fareham, UK",white,other,divorced,I am tall slim and fit,0,61-70,United Kingdom
38,"Brussels, Belgium, or Drenthe, Netherlands, or Deltona, Florida, United States",white,self-employed,single,"I am a woman born to please not to tease. I was raised with high goals, morals, and integrity. I'm a once in a lifetime time offer",1,31-40,United States
55,"Indiana, United States",white,military,widowed,"I am a nice man, a humble man, a caring man, and I am harmless the only one who knows how to relate with my own lover?€? Hahahaha I wanna treat you well?€?",1,51-60,United States
25,"New York, United States",black,other,single,i am looking for a good man for love i am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for lovei am looking for a good man for love,1,21-30,United States
42,"Dallas, Texas, United States",white,technology,single,"I don?€?t describe myself as a Christian or religious, but I like to think that how I live my Life is honest.I just find myself happy with the simple things. Appreciating the blessings god gave me.
eavesmichelle4real@gmail.com",1,41-50,United States
29,"Anchorage, Alaska, United States",white,other,single,"I am new here and pray to find the real man of my life on here?€? I am friendly, courteous, affectionate, respectful, and most of all a gentle lady. I believe in being open and honest, loving your family, being a REAL friend, treating others with respect, being committed to the ones you love regardless of their actions, showing affection, doing the little things that show you care, listening before deciding, and of course true love. I love children and spending time teaching and mentoring them. In a ?€?social?€? setting, I am somewhat quite and a little shy in the beginning, but I open up more and more as trust and bonds are formed. I love playing golf, and all outdoor activities, almost any sport, hiking, biking, etc.But I also like staying at home watching movies and cooking dinner.",1,21-30,United States
51,"Newark, New Jersey, United States",white,engineering,divorced,"I am intelligent and resourceful, and will sometimes make you laugh and shake your head. Sweet and loving are words often used by others to describe me. You will find me refreshingly honest with a positive and optimistic attitude. I enjoy the magic of love and am very amorous and passionate. I?€?d like to one day find myself in a genuine, loving and exclusive relationship i am very sensitive emotional and romantic i love to please and make my woman feel like she have never felt befor i learnt that from my DAD and i have lived all my life treating people around me good cause i have the believe that people has to be treated the way u want them to treat you in return. I love walking, hiking, going to art shows, museums, plays, movies and local events. Traveling and experiencing new adventures is a joy. I savior being in nature as much as having a glass of wine with a good meal. Like a chameleon, I adjust easily to fancy outings or down-to-earth activities. I have raised one wonderful kid who is on is own life journeys. I am self-employed and live alone with my part-time dog. She?€?s a cute medium-sized mix.",1,51-60,United States
