gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent
male,68 y.o.,"Piedmont, SC 29673, USA",divorced,brucelouis77,white,retired,"Retired calm dependable serious seeking monogamous relationship in the Greenville, SC area. No drama hope to hang out gentle stimulating physical affection intimacy anything goes.",from 40 to 74,no children,Straight,Christian,light smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,42 y.o.,"Coxs Creek, KY, USA",single,Paul1982,white,Disability,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,54 y.o.,"Brighton, UK",single,Nikademus21,white,Unemployed,"53 yr old cat lover into horror films and alternative music. I've lived an interesting but unconventional life,have been single for 23 years and loved every minute of it but now wish to find a woman to share life's experiences with. I'm honest,trustworthy,loyal, very chilled out and I've got a 'dark' sense of humour. I've never learned to drive so please only women from Brighton/surrounding towns should contact me if interested",from 19 to 86,no children,Straight,Atheist,light smoker,occasional drinker,"Romance, Serious Relationship"
female,34 y.o.,"Caracas, Distrito Capital, Venezuela",single,Yoma2,hispanic,Administadora,-,from 29 to 60,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance"
male,54 y.o.,"Bronx, NY, USA",divorced,Clive29,black,Construction trade in homes,-,from 35 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,30 y.o.,"Essen, Germany",single,Alex_Prinzhorn,white,-,-,from 19 to 29,no children,Straight,Spiritual,non-smoker,occasional drinker,"Romance, Serious Relationship"
male,52 y.o.,"Greenwood Village, CO 80110, USA",single,djjpf,white,-,-,from 30 to 69,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance"
male,33 y.o.,"Bratislava, Slovakia",single,DuaneBarry,white,-,-,from 20 to 50,no children,Straight,Spiritual,chain smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,26 y.o.,"Columbus, NE 68601, USA",single,Frost200,white,-,-,from 19 to 86,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship"
male,40 y.o.,"Bogotá, Bogota, Colombia",single,Carlos2084,hispanic,-,-,from 19 to 39,no children,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,53 y.o.,"Germantown, MD, USA",divorced,carlosyacelga,mixed,chofer,-,from 50 to 65,don't want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance"
male,32 y.o.,"Swindon, UK",single,DominicHeal,white,Unemployed,-,from 19 to 32,don't want children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship"
male,24 y.o.,"Milwaukee, WI, USA",single,Maziso,black,-,-,from 23 to 28,no children,Straight,Other,non-smoker,never,Serious Relationship
female,40 y.o.,"San Carlos del Zulia 5147, Zulia, Venezuela",divorced,Lanenachiqui1983,hispanic,Administración,"Tierna, amable, cariñosa full atenta amo la playa ,la montaña,el clne, actividades al aire libre compartir con mi pareja y mi familia",from 40 to 70,1-2 living with me,Straight,Spiritual,non-smoker,social drinker,Serious Relationship
male,40 y.o.,"Tucson, Arizona, EE. UU.",divorced,Josemm116,hispanic,Carpintero,Ah pos que me conoscan no se que poner aqui ????,from 24 to 45,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,40 y.o.,"Valencia, Carabobo, Venezuela",single,Eduar83,hispanic,Mecánico,"En busca de Dama para matrimonio, hijos, familia y hogar propio...",from 19 to 50,want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
female,38 y.o.,"24044 Dalmine, Province of Bergamo, Italy",separated,Marianna1986,hispanic,Economia,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance"
male,41 y.o.,"La Florida, Región Metropolitana, Chile",single,Munrra,hispanic,Seguridad,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,30 y.o.,"Burlington, WI 53105, USA",single,carlosperez,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Friendship
male,44 y.o.,"Caracas, Capital District, Venezuela",single,Drachir,hispanic,Diseñador Gráfico,-,from 34 to 40,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
female,57 y.o.,"San Cristóbal, Táchira, Venezuela",divorced,Rubi2024,mixed,Jubilada,-,from 50 to 70,don't want children,Straight,Christian,non-smoker,never,Serious Relationship
male,45 y.o.,"Caracas, Distrito Capital, Venezuela",single,Gerard6,hispanic,SEGURIDAD Y ESCOLTA,-,from 30 to 42,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Romance
male,56 y.o.,"Cincinnati, OH, USA",divorced,MichelBob,white,-,"Muscular, 5'9"", totally bald, looking for NSA, FWB, only. Must be discreet and host. Absolutely NO Drama! Leave me your contact digits info and I will get back to you with a picture. Let's have FUN!!",from 35 to 55,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance"
female,47 y.o.,"Dublin, Ireland",divorced,Emer,white,Pharmacist,"Different types of interests: culture, religion, decorations, romantic walking, meditation are my precious. I appreciate friendship and trustworthy.",from 46 to 66,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Friendship, Serious Relationship, Marriage"
female,69 y.o.,"Belhar, Cape Town, 7493, South Africa",widowed,Sonia321,mixed,Retired,-,from 69 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Friendship
male,56 y.o.,"Kruševac, Serbia",widowed,Beks86,white,Mašinski tehničar,-,from 35 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Marriage
male,28 y.o.,"Cuscatlan, El Salvador",single,Johan23,hispanic,Estudiante universitario,-,from 19 to 86,no children,Straight,Other,non-smoker,never,Serious Relationship
female,27 y.o.,"Manizales, Caldas, Colombia",single,Cristorres,hispanic,Operario de confección,-,from 23 to 45,no children,Straight,Other,non-smoker,never,Serious Relationship
male,31 y.o.,"Managua, Nicaragua",single,Mario0,hispanic,Electricidad,-,from 19 to 35,no children,Straight,Other,non-smoker,never,Marriage
female,26 y.o.,"Managua, Nicaragua",separated,Meli1998,white,Estudio,-,from 30 to 40,1-2 living with me,Straight,Other,non-smoker,never,"Fun, Romance"
female,48 y.o.,"Slavuta, Khmelnytskyi Oblast, Ukraine",divorced,Marija75,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,58 y.o.,"Ciudad de México, CDMX, México",single,MickEduardo,hispanic,Diseñador Gráfico,Soy Soltero y quiero encontrar una mujer que en realidad quiera formar una familia o pasar el resto de nuestras vidas juntos.,from 35 to 55,no children,Straight,Spiritual,non-smoker,social drinker,"Serious Relationship, Marriage"
male,50 y.o.,"Athens, Greece",divorced,PANGEO,white,-,"Greetings from Greece, 
i am from Athens, 53 years old, 
i returned from Santiago de Chile 
i was leaving there 7 years, 
now i am in my home with my mother.
I will like to know you with respect.",from 30 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,36 y.o.,"Barinas 5201, Barinas, Venezuela",single,JACKE2710,hispanic,ADMINISTRADORA,-,from 35 to 45,1-2 living with me,Straight,Other,non-smoker,never,"Serious Relationship, Marriage"
female,35 y.o.,"Mendoza, Capital, Mendoza, Argentina",single,Carla05,white,Contadora,-,from 35 to 51,no children,Straight,Christian,non-smoker,never,Serious Relationship
female,37 y.o.,"Medellín, Medellin, Antioquia, Colombia",single,Karenk,hispanic,Filmmaker,-,from 30 to 55,no children,Homosexual,Spiritual,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,33 y.o.,"Guatemala City, Guatemala",married,Santosmdpz,mixed,oficial seguridad,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Friendship
female,42 y.o.,"Puebla, Pue., México",single,Eyi,hispanic,-,-,from 40 to 55,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship
male,29 y.o.,"Nampa, ID, USA",single,Rev609,white,Welder,I'm old fashioned and a fun guy,from 19 to 60,want children,Straight,Other,non-smoker,never,"Fun, Romance"
male,28 y.o.,"Managua, Nicaragua",single,Teylor,hispanic,Granjero,-,from 20 to 55,no children,Straight,Other,non-smoker,never,Friendship
male,54 y.o.,"Los Puertos de Altagracia 4036, Zulia, Venezuela",separated,Julio69,hispanic,Mecanico industrial,-,from 19 to 53,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,42 y.o.,"Brookline, MA, USA",separated,cheloDR1982,hispanic,-,-,from 35 to 50,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship
male,37 y.o.,"Ibagué, Tolima, Colombia",separated,Mario2348,white,-,-,from 28 to 38,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
female,44 y.o.,"London, UK",single,Sash23,black,-,-,from 40 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,46 y.o.,"Albuquerque, NM, USA",divorced,Bnnyslayr,white,Operator,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,26 y.o.,"Caracas, Distrito Capital, Venezuela",divorced,aljo32,hispanic,-,soy una persona que esta en busca de una relación nueva soy muy divertido carismático y espontaneo pero también estoy serio en cuanto amis relaciones,from 40 to 65,no children,Straight,Christian,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,49 y.o.,"Encarnación, Paraguay",divorced,Mitccio,hispanic,Ingeniero,-,from 25 to 44,no children,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,53 y.o.,"20120 Hernani, Gipuzkoa, España",single,Cesaralex,white,Cuenta ajena,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,51 y.o.,"Guatemala City, Guatemala",separated,eajanel,hispanic,-,-,from 19 to 40,1-2 living elsewhere,Bisexual,Other,non-smoker,never,Serious Relationship
male,57 y.o.,"Barranquilla, Atlántico, Colombia",separated,GADIBOS,hispanic,CONTADOR PUBLICO,"SOY UNA PERSONA SIN NINGUNA CLASE DE VICIO; ME GUSTA COMPARTIR CON MI PAREJA TODO EL TIEMPO, SOY HOGAREÑO.",from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Marriage
male,48 y.o.,"Bangkok, Thailand",single,NaJa101set,mixed,-,-,from 40 to 50,no children,Straight,Christian,non-smoker,occasional drinker,Friendship
male,43 y.o.,"Llano, TX 78643, USA",divorced,J50337,white,Plumber,-,from 19 to 86,1-2 living with me,Straight,Other,social smoker,never,Fun
male,46 y.o.,"Salt Lake City, UT, USA",single,xtrailcutterx,white,Chef,-,from 19 to 40,no children,Straight,Other,light smoker,occasional drinker,"Fun, Romance"
male,61 y.o.,"25600 Balaguer, Lérida, España",divorced,Josepb6,white,-,-,from 19 to 86,1-2 living elsewhere,Straight,Atheist,social smoker,social drinker,Romance
male,27 y.o.,"Hazard, KY, USA",single,KrisT,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance"
male,59 y.o.,"Dublin, Ireland",divorced,Daddyjeff,white,Aeronautical Engineer,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,light smoker,never,"Friendship, Romance, Serious Relationship"
male,33 y.o.,"Quito, Ecuador",single,Ferchoman,mixed,Ingeniero eléctrico,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,58 y.o.,"Berlin, Germany",single,Bingo1,white,Profesor,-,from 39 to 50,no children,Straight,Atheist,non-smoker,social drinker,Serious Relationship
male,60 y.o.,"Bedford, UK",single,Rayray,mixed,Electronic engineer,-,from 58 to 70,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,56 y.o.,"Orrick, MO 64077, USA",separated,Gsmith916,white,Forklift Operator,-,from 19 to 56,1-2 living with me,Straight,Christian,light smoker,occasional drinker,Fun
male,55 y.o.,"Marbella, Málaga, Spain",single,Elleanora,white,-,-,from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,42 y.o.,"Palma, Islas Baleares, España",single,Moises80,white,Encofrador,-,from 19 to 86,no children,Straight,Christian,light smoker,occasional drinker,"Friendship, Serious Relationship"
male,25 y.o.,"Guatemala City, Guatemala",single,Abran22,hispanic,-,-,from 19 to 45,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,40 y.o.,"San Antonio, Texas, EE. UU.",single,Xorge38,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Friendship
male,36 y.o.,"Santiago, Región Metropolitana, Chile",single,fergoz,hispanic,analista de ciberseguridad,-,from 19 to 45,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship"
male,52 y.o.,"Tempe, AZ, USA",single,BeltranQuinn,mixed,Self Employed,-,from 35 to 60,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,65 y.o.,"Ciudad de la Costa, Departamento de Canelones, Uruguay",widowed,jorge8899,white,Retirado pero trabajando en proyecto inmobiliario,"Tengo una vida resuelta, me encanta viajar y conocer otras culturas.
Soy pragmático pero sensible y de buen humor generlamente.
Soy como un Cadillac segunda mano pero con el motor como nuevo y sin abollones emocionales ni ruido en la caja de cambios",from 40 to 50,more than 2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship
female,60 y.o.,"Fort Worth, TX, USA",single,CositaLinda,black,Cosmetologist,-,from 50 to 70,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
female,44 y.o.,"North Rhine-Westphalia, Germany",divorced,SOLYMAR,hispanic,Finanzas,-,from 42 to 55,1-2 living with me,Straight,Spiritual,non-smoker,never,Romance
male,25 y.o.,"Santiago, Santiago Metropolitan Region, Chile",single,Pablo99,hispanic,-,-,from 19 to 35,no children,Straight,Atheist,non-smoker,social drinker,Serious Relationship
male,53 y.o.,"Greenville, SC, USA",married,Bbcspecial,black,-,-,from 35 to 65,1-2 living elsewhere,Straight,Other,social smoker,social drinker,Fun
male,33 y.o.,"Lisbon, Portugal",single,andret,white,investments&stock market,-,from 19 to 33,no children,Straight,Christian,non-smoker,never,Marriage
male,36 y.o.,"Columbia, MO, USA",single,hohu,hispanic,Construcción,-,from 40 to 50,don't want children,Straight,Other,social smoker,social drinker,Romance
male,40 y.o.,"Tilburg, Netherlands",single,Smithappens,white,Construction renovation,-,from 19 to 86,no children,Straight,Spiritual,light smoker,social drinker,"Fun, Romance, Serious Relationship"
