age,location,ethnicity,occupation,status,description,scam,age_group,country
62,"Fullerton, California, EE. UU.",hispanic,real estate,separated,"Hello, I am calm, polite, friendly, traditional upbringing with moral values, respectful, my passion is to travel to see different countries and cultures, I have been to several countries in Europe, Asia and America.
I have a college degree in Information Technology (Relating to computer programs) but I do not practice in my field, I am in the real estate business. I do exercises either in the gym or just walking, my build is slim and I am tall, I am 1.80 m tall.",0,61-70,EE. UU.
56,"Beijing, China",asian,engineering,widowed,"God Fearing & Disciplined/Oriented Person. I am a confident person who tries to live life to the fullest. I enjoy the setting and achieving goals, both personally and professionally. I enjoy to stay fit and active with jogging and running. I also love to go to the park on a beautiful summer day. I have a sense of adventure, outdoors and love to travel, I enjoy talking to new cultures and see new places. I am honest, lovely, kind, Open Minded and Hard working Man.",1,51-60,China
41,"Panama City, Panama",hispanic,self-employed,married,"I am a happy, hard-working and entrepreneurial person.",0,41-50,Panama
50,"Vienna, Austria",white,medical,single,"am an easy going man, good to be with,sociable and honest but don’t take advantage of it.",1,51-60,Austria
49,"McAllen, Texas, EE. UU.",hispanic,other,single,"I like cooking and music, I love dancing and loving.",0,41-50,EE. UU.
39,"New York, United States",white,military,single,"am steve johnson am searching for a good and honest lady who can be my friend or partner, i like to meet good people , am open minded and will want to meet good and kind people also,[jstephen929@gmail.com]",1,31-40,United States
70,"Snowflake, AZ 85937, USA",white,self-employed,widowed,"I live on a beautiful 20 acres. I know who I am and am comfortable in my skin. Heredity has been kind to me. I'm intuitive, empathic and different from most other women in my interests and pursuits. For instance, I'm excited about tiny house design, alternative power that doesn't involve solar or wind, and I hate shopping.

In no particular order, I love cooking, working out, trying new foods, beautiful scenery, art, music, movies (action-adventure, sci-fi, and chick flicks), talking on a variety of subjects, sunrises in summer, sunsets all year, waking up when I feel ready, brainstorming, dreaming and planning, holding hands (yes, in public), hugs and kisses (and sex).

I discuss instead of arguing. You're entitled to your feelings and your perspective. I'm sensitive and intuitive... no drama or conflict. I enjoy time alone, but not to the point of being lonely. I prefer to be with someone most of the time.

I love my critters (2 dogs, 2 cats). I love being retired.

I'm direct and don't play games. If you want to know something, ask -- I don't bite. I like to laugh, but not at the expense of others.

I'm a toucher, hugger, and snuggler. I'm looking for the same in a man. I'm here for a friend, lover, and true partner. I'm here for someone who wants the long-haul, not a fling. I'm here for the love of my life for the rest of my life.",0,71-80,USA
30,"Madrid, España",hispanic,other,single,"Curious, I like to know, talk, see new things.",0,31-40,España
37,"Ponce, Puerto Rico",hispanic,manager,in relationship,"I am happy, I like to go out, have a good time and always do new and different things, helpful and affectionate.",0,31-40,Puerto Rico
33,"Lima, Peru",hispanic,other,single,"I am cheerful, affectionate, attentive to detail and very hot in bed.",0,31-40,Peru
28,"Miami, Florida, or Carolina Beach, North Carolina, United States",white,other,single,"Thank you for taking sometime to read my profile… Down to earth, simple-independant, cultured and well educated great ethical values, I try to be in shape by running at least 3x a week, I’m a happy runner. I am just someone who loves enjoying life… Doing things like dancing, cooking, listening jazz and the most important thing… Laugh at my self and life everyday. I wish I could meet someone fisrt as a friend and will take it from there, not in a race.
I’m looking for a smart, nice and good man who wants to enjoy life, a happy man who treats me as an equal, a guy able and available to share his world, but most of all honest and be eager to have bunchs of fun and laugh with me. Please not into Drama kings and also please read this very careful an sorry for being too honest I am really into foreigners",1,21-30,United States
38,"Tijuana, Baja California, Mexico",hispanic,hospitality,divorced,"I am a very enterprising woman, recently divorced, I am a professional pastry chef and Youtuber.",0,31-40,Mexico
45,"Dallas, Texas, United States",white,military,single,All power belong to jesus my name chris pelzer coming fro dallas texas I’m a sraight man am here to find my soul mate I’m 47 years old if want nto more about me you can ask me I am gonna tell you If you are not real don’t test me because I hate talking lie in my life god will bless. You,1,41-50,United States
61,"Grover Beach, California, United States, or London, United Kingdom",white,engineering,widowed,"I am a decent, kind, faithful, truthful, loving man who seeks a loving relationship. I have many hobbies and I’m always a gentleman and always a gentle man. I am an avid reader, love to play golf and spend time on many diverse interests. I seek a woman who wants a loving relationship. I am educated and bright and believe with all my heart that chemistry is important. I believe in the “Pay it forward” lifestyle. I think everyone should give something back to their communities; even if it’s putting change into a bell ringer’s kettle. I’m naturally inquisitive and try to learn something new every day.",1,61-70,United Kingdom
